Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
69799,1015.895,398.9903,223.4717,70476,298.1121,0.8284,0.9904,0.7461,0.8499,1.7854,0.7472,Çerçevelik
69792,1054.112,418.1591,214.3962,70460,298.0972,0.8586,0.9905,0.6558,0.7893,1.9504,0.7129,Çerçevelik
75331,1047.751,394.8053,244.9191,76108,309.7005,0.7843,0.9898,0.7041,0.8623,1.612,0.7844,Çerçevelik
93246,1164.449,445.3776,267.2868,94039,344.5642,0.7999,0.9916,0.7635,0.8642,1.6663,0.7736,Çerçevelik
106188,1256.137,477.3815,285.4023,107392,367.6993,0.8016,0.9888,0.7002,0.8457,1.6727,0.7702,Çerçevelik
74308,1072.883,428.3555,221.2116,74988,307.5904,0.8563,0.9909,0.7217,0.8112,1.9364,0.7181,Çerçevelik
78124,1098.835,434.8142,229.3574,78963,315.3895,0.8496,0.9894,0.7077,0.8131,1.8958,0.7253,Çerçevelik
67334,1016.587,400.1476,215.1276,68040,292.8008,0.8432,0.9896,0.7422,0.8188,1.86,0.7317,Çerçevelik
100253,1266.907,505.5379,254.1179,101478,357.2759,0.8645,0.9879,0.7518,0.7849,1.9894,0.7067,Çerçevelik
101525,1240.386,462.7132,280.5295,103105,359.5353,0.7953,0.9847,0.7259,0.8292,1.6494,0.777,Çerçevelik
92472,1160.847,439.7017,269.5813,93335,343.1312,0.79,0.9908,0.7365,0.8623,1.6311,0.7804,Çerçevelik
69621,1055.941,427.1444,207.8892,70399,297.7318,0.8736,0.9889,0.6222,0.7846,2.0547,0.697,Çerçevelik
72003,1064.09,421.5184,218.4013,72712,302.7822,0.8553,0.9902,0.7195,0.7991,1.93,0.7183,Çerçevelik
87277,1216.706,498.7052,223.8359,88147,333.3535,0.8936,0.9901,0.7379,0.7409,2.228,0.6684,Çerçevelik
82992,1119.277,422.5292,250.6965,83998,325.0672,0.805,0.988,0.7064,0.8325,1.6854,0.7693,Çerçevelik
77464,1081.17,413.3884,239.5674,78381,314.0545,0.815,0.9883,0.7409,0.8328,1.7256,0.7597,Çerçevelik
91673,1167.775,455.9727,256.5059,92386,341.6456,0.8268,0.9923,0.7416,0.8448,1.7776,0.7493,Çerçevelik
86117,1140.899,447.8378,246.2827,86828,331.1307,0.8352,0.9918,0.6948,0.8314,1.8184,0.7394,Çerçevelik
71826,1058.155,413.6906,222.3434,72694,302.4098,0.8433,0.9881,0.6674,0.8061,1.8606,0.731,Çerçevelik
62802,992.852,383.6639,210.6079,63705,282.7755,0.8359,0.9858,0.6956,0.8006,1.8217,0.737,Çerçevelik
68106,1033.963,404.6255,214.8054,68937,294.4745,0.8475,0.9879,0.7065,0.8005,1.8837,0.7278,Çerçevelik
77680,1118.256,459.7527,216.7128,78468,314.492,0.8819,0.99,0.6373,0.7806,2.1215,0.684,Çerçevelik
77279,1069.321,409.9255,241.6706,78078,313.6793,0.8077,0.9898,0.6973,0.8493,1.6962,0.7652,Çerçevelik
68983,1016.514,400.0745,220.7906,69576,296.3644,0.8339,0.9915,0.7312,0.8389,1.812,0.7408,Çerçevelik
95747,1173.87,444.6007,276.9094,96971,349.1545,0.7824,0.9874,0.7445,0.8732,1.6056,0.7853,Çerçevelik
71069,1043.659,407.9111,222.7584,71891,300.812,0.8377,0.9886,0.7294,0.8199,1.8312,0.7374,Çerçevelik
73013,1043.782,419.7658,222.0441,73552,304.8984,0.8486,0.9927,0.7444,0.8422,1.8905,0.7264,Çerçevelik
68063,1019.493,404.2439,214.8458,68660,294.3816,0.8471,0.9913,0.6468,0.8229,1.8816,0.7282,Çerçevelik
86775,1141.66,446.9185,248.6127,87550,332.3934,0.831,0.9911,0.7299,0.8366,1.7976,0.7437,Çerçevelik
76461,1060.714,406.9421,240.8816,77449,312.0147,0.806,0.9872,0.7168,0.854,1.6894,0.7667,Çerçevelik
84473,1157.588,457.513,236.0283,85365,327.9548,0.8567,0.9896,0.629,0.7922,1.9384,0.7168,Çerçevelik
65205,959.319,359.7529,231.6048,65902,288.1347,0.7652,0.9894,0.7486,0.8904,1.5533,0.8009,Çerçevelik
70747,1034.569,409.978,220.3464,71324,300.1298,0.8433,0.9919,0.7004,0.8306,1.8606,0.7321,Çerçevelik
73471,1063.938,426.2266,220.5024,74202,305.8532,0.8558,0.9901,0.6292,0.8156,1.933,0.7176,Çerçevelik
61712,1122.674,370.2319,214.4666,62992,280.3108,0.8151,0.9797,0.7008,0.6153,1.7263,0.7571,Çerçevelik
81737,1144.461,469.1301,222.8947,82574,322.6,0.8799,0.9899,0.7354,0.7842,2.1047,0.6877,Çerçevelik
73594,1083.481,437.0082,215.1703,74455,306.1091,0.8704,0.9884,0.6077,0.7878,2.031,0.7005,Çerçevelik
80305,1116.952,448.2145,229.0003,81060,319.7616,0.8596,0.9907,0.6593,0.8089,1.9573,0.7134,Çerçevelik
83202,1128.535,447.1615,237.7071,83888,325.4782,0.847,0.9918,0.6698,0.8209,1.8811,0.7279,Çerçevelik
87264,1158.697,463.8239,240.5776,88036,333.3286,0.855,0.9912,0.6582,0.8168,1.928,0.7187,Çerçevelik
91078,1162.163,452.3599,257.2313,92339,340.535,0.8226,0.9863,0.7281,0.8474,1.7586,0.7528,Çerçevelik
75571,1077.389,437.7566,220.6981,76212,310.1935,0.8636,0.9916,0.6162,0.8181,1.9835,0.7086,Çerçevelik
104272,1209.475,436.0609,305.818,105567,364.3669,0.7128,0.9877,0.7356,0.8957,1.4259,0.8356,Çerçevelik
75675,1067.179,409.0045,236.6899,76796,310.4068,0.8155,0.9854,0.6585,0.835,1.728,0.7589,Çerçevelik
86667,1159.446,470.4667,235.1978,87365,332.1865,0.8661,0.992,0.7446,0.8101,2.0003,0.7061,Çerçevelik
92116,1200.817,480.4483,245.7261,92936,342.47,0.8593,0.9912,0.6927,0.8028,1.9552,0.7128,Çerçevelik
57665,889.398,331.6936,222.6463,58157,270.9638,0.7412,0.9915,0.7224,0.9161,1.4898,0.8169,Çerçevelik
91155,1192.481,477.0608,244.354,91952,340.679,0.8589,0.9913,0.6806,0.8055,1.9523,0.7141,Çerçevelik
86767,1168.614,474.2377,233.565,87474,332.3781,0.8703,0.9919,0.6218,0.7984,2.0304,0.7009,Çerçevelik
86206,1120.902,432.5198,254.7998,87038,331.3018,0.8081,0.9904,0.7244,0.8622,1.6975,0.766,Çerçevelik
68297,980.861,374.2233,232.9644,68817,294.8872,0.7826,0.9924,0.7648,0.8921,1.6064,0.788,Çerçevelik
77957,1080.957,426.9829,233.7188,78761,315.0523,0.8369,0.9898,0.7229,0.8384,1.8269,0.7379,Çerçevelik
89964,1133.326,431.7668,265.7591,90539,338.446,0.7881,0.9936,0.7534,0.8802,1.6247,0.7839,Çerçevelik
78541,1101.77,433.1935,232.6208,79537,316.2301,0.8436,0.9875,0.7277,0.8131,1.8622,0.73,Çerçevelik
61809,964.593,380.8563,207.6925,62386,280.531,0.8382,0.9908,0.7522,0.8348,1.8338,0.7366,Çerçevelik
74924,1089.775,439.7919,217.9287,75977,308.8628,0.8686,0.9861,0.6145,0.7928,2.0181,0.7023,Çerçevelik
63159,949.663,361.8204,223.0287,63663,283.5781,0.7874,0.9921,0.7082,0.88,1.6223,0.7838,Çerçevelik
96049,1223.507,495.2018,247.6135,96753,349.7047,0.866,0.9927,0.7145,0.8063,1.9999,0.7062,Çerçevelik
89824,1172.137,467.1314,245.7754,90705,338.1826,0.8504,0.9903,0.652,0.8216,1.9006,0.724,Çerçevelik
60885,938.94,360.6506,215.7316,61411,278.4263,0.8014,0.9914,0.7439,0.8678,1.6718,0.772,Çerçevelik
68275,1008.568,396.5768,220.2104,69100,294.8397,0.8317,0.9881,0.7276,0.8435,1.8009,0.7435,Çerçevelik
72689,1031.99,405.1174,228.8991,73271,304.2212,0.8251,0.9921,0.7188,0.8577,1.7699,0.7509,Çerçevelik
95095,1210.274,465.3052,262.3029,96519,347.9637,0.826,0.9852,0.728,0.8158,1.7739,0.7478,Çerçevelik
81198,1118.627,444.9393,233.4215,81990,321.5346,0.8513,0.9903,0.7148,0.8154,1.9062,0.7226,Çerçevelik
64276,1002.303,366.1481,226.6391,65696,286.0747,0.7854,0.9784,0.7404,0.804,1.6156,0.7813,Çerçevelik
77715,1059.272,403.2743,246.8762,78525,314.5629,0.7907,0.9897,0.7397,0.8704,1.6335,0.78,Çerçevelik
69528,1049.346,414.5252,215.1771,70426,297.5329,0.8547,0.9872,0.6144,0.7935,1.9264,0.7178,Çerçevelik
59466,912.152,340.6951,222.9567,59949,275.1626,0.7561,0.9919,0.7382,0.8981,1.5281,0.8077,Çerçevelik
78502,1079.334,421.6898,237.9784,79204,316.1516,0.8255,0.9911,0.7335,0.8468,1.772,0.7497,Çerçevelik
76910,1146.88,483.5875,203.5562,77745,312.9295,0.9071,0.9893,0.7629,0.7348,2.3757,0.6471,Ürgüp Sivrisi
118751,1468.224,629.723,240.9782,120036,388.8425,0.9239,0.9893,0.744,0.6922,2.6132,0.6175,Ürgüp Sivrisi
86565,1215.697,508.1608,218.3103,87292,331.9909,0.903,0.9917,0.7189,0.736,2.3277,0.6533,Ürgüp Sivrisi
72106,1131.138,484.9191,193.0989,72800,302.9987,0.9173,0.9905,0.6187,0.7082,2.5112,0.6248,Ürgüp Sivrisi
86686,1208.535,509.7207,216.9252,87352,332.2229,0.9049,0.9924,0.7411,0.7458,2.3498,0.6518,Ürgüp Sivrisi
91703,1279.029,549.6899,213.0754,92721,341.7015,0.9218,0.989,0.7226,0.7044,2.5798,0.6216,Ürgüp Sivrisi
97531,1262.195,517.7879,241.3246,98317,352.3923,0.8847,0.992,0.7294,0.7693,2.1456,0.6806,Ürgüp Sivrisi
78118,1123.454,463.9883,214.7636,78900,315.3774,0.8864,0.9901,0.7505,0.7778,2.1605,0.6797,Ürgüp Sivrisi
86731,1185.141,493.0099,224.6722,87625,332.3091,0.8901,0.9898,0.7274,0.776,2.1944,0.674,Ürgüp Sivrisi
104732,1305.931,544.9057,245.719,105514,365.1697,0.8926,0.9926,0.7251,0.7717,2.2176,0.6702,Ürgüp Sivrisi
91678,1228.293,511.9812,228.8223,92459,341.6549,0.8946,0.9916,0.65,0.7636,2.2375,0.6673,Ürgüp Sivrisi
84720,1168.169,482.637,225.2079,85531,328.4339,0.8845,0.9905,0.7515,0.7802,2.1431,0.6805,Ürgüp Sivrisi
70395,1088.52,465.1036,193.3899,71016,299.3822,0.9095,0.9913,0.7506,0.7466,2.405,0.6437,Ürgüp Sivrisi
81401,1196.705,521.3143,199.0874,82040,321.9363,0.9242,0.9922,0.781,0.7143,2.6185,0.6175,Ürgüp Sivrisi
106858,1337.154,547.3261,249.5803,107957,368.8575,0.89,0.9898,0.7254,0.751,2.193,0.6739,Ürgüp Sivrisi
87522,1240.687,533.5277,209.5657,88303,333.821,0.9196,0.9912,0.7666,0.7145,2.5459,0.6257,Ürgüp Sivrisi
90721,1274.566,548.6057,211.4624,92036,339.867,0.9227,0.9857,0.7059,0.7018,2.5943,0.6195,Ürgüp Sivrisi
109667,1327.523,552.5687,253.9534,110419,373.6741,0.8881,0.9932,0.723,0.782,2.1759,0.6762,Ürgüp Sivrisi
107910,1351.197,571.4244,241.7612,109255,370.6687,0.9061,0.9877,0.7647,0.7427,2.3636,0.6487,Ürgüp Sivrisi
86793,1178.553,485.8018,228.2194,87510,332.4279,0.8828,0.9918,0.6916,0.7852,2.1287,0.6843,Ürgüp Sivrisi
84878,1222.544,520.9572,208.7279,85960,328.7401,0.9162,0.9874,0.7335,0.7136,2.4959,0.631,Ürgüp Sivrisi
108497,1454.583,648.4012,213.4723,109343,371.6755,0.9443,0.9923,0.7492,0.6444,3.0374,0.5732,Ürgüp Sivrisi
78553,1160.606,488.4605,206.2977,79303,316.2543,0.9064,0.9905,0.545,0.7328,2.3677,0.6475,Ürgüp Sivrisi
65952,1048.691,444.9582,189.5221,66706,289.7804,0.9048,0.9887,0.7702,0.7536,2.3478,0.6513,Ürgüp Sivrisi
80839,1228.911,543.134,191.2893,81620,320.823,0.9359,0.9904,0.7797,0.6727,2.8393,0.5907,Ürgüp Sivrisi
98203,1231.365,504.1767,248.3704,98837,353.6042,0.8702,0.9936,0.7522,0.8139,2.0299,0.7013,Ürgüp Sivrisi
81230,1165.571,492.0282,210.8851,81945,321.598,0.9035,0.9913,0.7597,0.7514,2.3332,0.6536,Ürgüp Sivrisi
70952,1069.69,445.6337,203.2825,71506,300.5643,0.8899,0.9923,0.7506,0.7792,2.1922,0.6745,Ürgüp Sivrisi
97302,1287.63,546.8565,227.5457,98234,351.9783,0.9093,0.9905,0.7456,0.7375,2.4033,0.6436,Ürgüp Sivrisi
74778,1055.4,420.6346,227.288,75378,308.5617,0.8414,0.992,0.7505,0.8436,1.8507,0.7336,Ürgüp Sivrisi
86887,1247.123,538.743,206.0156,87706,332.6078,0.924,0.9907,0.7215,0.702,2.6151,0.6174,Ürgüp Sivrisi
77175,1086.05,439.5001,224.2142,77745,313.4681,0.8601,0.9927,0.7363,0.8222,1.9602,0.7132,Ürgüp Sivrisi
67404,1037.238,430.8914,199.7996,67930,292.953,0.886,0.9923,0.7446,0.7873,2.1566,0.6799,Ürgüp Sivrisi
85990,1211.528,512.3587,215.1045,86704,330.8865,0.9076,0.9918,0.5494,0.7362,2.3819,0.6458,Ürgüp Sivrisi
74748,1082.879,447.8655,213.2582,75383,308.4998,0.8794,0.9916,0.7604,0.801,2.1001,0.6888,Ürgüp Sivrisi
77106,1101.604,449.4759,219.1738,77787,313.328,0.8731,0.9912,0.7336,0.7984,2.0508,0.6971,Ürgüp Sivrisi
107678,1316.679,540.7225,254.7787,108665,370.27,0.882,0.9909,0.7457,0.7805,2.1223,0.6848,Ürgüp Sivrisi
96680,1224.787,473.195,261.8592,97931,350.8515,0.8329,0.9872,0.7643,0.8099,1.8071,0.7415,Ürgüp Sivrisi
105209,1324.626,545.2486,246.9796,106238,366.0004,0.8915,0.9903,0.7217,0.7535,2.2077,0.6713,Ürgüp Sivrisi
99190,1332.734,574.146,221.4174,100079,355.3767,0.9226,0.9911,0.7429,0.7018,2.593,0.619,Ürgüp Sivrisi
97725,1308.444,557.3061,224.2349,99120,352.7426,0.9155,0.9859,0.7723,0.7173,2.4854,0.6329,Ürgüp Sivrisi
69106,1053.71,438.7323,202.0612,69645,296.6285,0.8876,0.9923,0.7737,0.7821,2.1713,0.6761,Ürgüp Sivrisi
91674,1230.475,503.7944,232.7883,92561,341.6474,0.8868,0.9904,0.7627,0.7609,2.1642,0.6781,Ürgüp Sivrisi
76262,1067.326,415.7299,234.0947,76927,311.6084,0.8264,0.9914,0.7282,0.8412,1.7759,0.7495,Ürgüp Sivrisi
59486,975.772,399.6035,190.8801,59988,275.2089,0.8785,0.9916,0.7473,0.7851,2.0935,0.6887,Ürgüp Sivrisi
49673,950.267,408.7322,155.4211,50306,251.4868,0.9249,0.9874,0.6499,0.6913,2.6298,0.6153,Ürgüp Sivrisi
96657,1285.045,526.8432,235.2684,97792,350.8098,0.8948,0.9884,0.654,0.7355,2.2393,0.6659,Ürgüp Sivrisi
56819,950.648,384.6624,188.5981,57390,268.9688,0.8716,0.9901,0.7395,0.7901,2.0396,0.6992,Ürgüp Sivrisi
75593,1074.479,416.0386,233.228,76620,310.2386,0.8281,0.9866,0.7248,0.8228,1.7838,0.7457,Ürgüp Sivrisi
48098,925.191,395.8028,156.1008,48643,247.4677,0.9189,0.9888,0.645,0.7061,2.5356,0.6252,Ürgüp Sivrisi
62349,1047.948,442.5379,180.0368,62996,281.7538,0.9135,0.9897,0.5269,0.7134,2.458,0.6367,Ürgüp Sivrisi
58876,975.628,400.6413,188.1532,59500,273.7942,0.8829,0.9895,0.649,0.7773,2.1293,0.6834,Ürgüp Sivrisi
86778,1212.825,494.6591,224.1786,87667,332.3991,0.8914,0.9899,0.6295,0.7413,2.2065,0.672,Ürgüp Sivrisi
52447,926.826,388.9863,172.0423,52958,258.4136,0.8969,0.9904,0.6538,0.7672,2.261,0.6643,Ürgüp Sivrisi
53554,921.665,372.0836,184.0684,54082,261.1265,0.8691,0.9902,0.6261,0.7922,2.0214,0.7018,Ürgüp Sivrisi
55462,952.253,383.5621,185.4874,56210,265.7375,0.8753,0.9867,0.7201,0.7686,2.0679,0.6928,Ürgüp Sivrisi
71099,1111.482,471.63,192.6712,71810,300.8755,0.9127,0.9901,0.5353,0.7232,2.4478,0.6379,Ürgüp Sivrisi
71077,1136.241,488.2891,186.0013,71792,300.8289,0.9246,0.99,0.5132,0.6918,2.6252,0.6161,Ürgüp Sivrisi
58469,1007.041,430.2003,173.8137,59077,272.8462,0.9147,0.9897,0.746,0.7245,2.4751,0.6342,Ürgüp Sivrisi
74319,1138.156,482.369,197.2528,75401,307.6132,0.9126,0.9857,0.6886,0.721,2.4454,0.6377,Ürgüp Sivrisi
77390,1152.702,491.0461,201.2354,78089,313.9045,0.9122,0.991,0.7679,0.7319,2.4402,0.6393,Ürgüp Sivrisi
58852,999.394,423.6421,177.4672,59297,273.7384,0.908,0.9925,0.5537,0.7405,2.3872,0.6462,Ürgüp Sivrisi
65824,1002.951,403.4995,209.3306,66381,289.4991,0.8549,0.9916,0.7102,0.8223,1.9276,0.7175,Ürgüp Sivrisi
56700,944.089,364.9163,201.7569,57658,268.687,0.8333,0.9834,0.7175,0.7994,1.8087,0.7363,Ürgüp Sivrisi
56801,1008.319,430.8933,168.5249,57790,268.9262,0.9203,0.9829,0.6397,0.7021,2.5569,0.6241,Ürgüp Sivrisi
55763,926.686,377.8193,188.2779,56282,266.4576,0.867,0.9908,0.6657,0.816,2.0067,0.7053,Ürgüp Sivrisi
74071,1104.513,457.3227,206.9386,74769,307.0995,0.8918,0.9907,0.7382,0.763,2.2099,0.6715,Ürgüp Sivrisi
60851,1022.811,432.6189,179.6235,61612,278.3485,0.9097,0.9876,0.7435,0.7309,2.4085,0.6434,Ürgüp Sivrisi
91744,1186.482,465.0748,252.2507,92792,341.7778,0.8401,0.9887,0.7515,0.819,1.8437,0.7349,Ürgüp Sivrisi
69300,1040.521,424.371,208.6794,69924,297.0446,0.8707,0.9911,0.7359,0.8043,2.0336,0.7,Ürgüp Sivrisi
67810,1082.355,457.9863,188.8698,68431,293.8339,0.911,0.9909,0.7615,0.7274,2.4249,0.6416,Ürgüp Sivrisi
52342,953.992,409.2241,163.8458,52796,258.1548,0.9163,0.9914,0.6559,0.7227,2.4976,0.6308,Ürgüp Sivrisi
79427,1114.255,454.0608,223.1979,79948,318.0088,0.8708,0.9935,0.6566,0.8039,2.0343,0.7004,Ürgüp Sivrisi
55816,945.573,385.8759,184.8815,56414,266.5842,0.8777,0.9894,0.7054,0.7845,2.0872,0.6909,Ürgüp Sivrisi
71810,1127.198,479.4962,191.3041,72712,302.3761,0.917,0.9876,0.6833,0.7102,2.5065,0.6306,Ürgüp Sivrisi
103614,1311.191,548.9053,240.4489,104476,363.2154,0.8989,0.9917,0.7831,0.7573,2.2828,0.6617,Ürgüp Sivrisi
55045,1116.756,398.7896,177.7192,56734,264.7366,0.8952,0.9702,0.7954,0.5546,2.2439,0.6639,Ürgüp Sivrisi
78143,1104.639,442.4214,225.337,78808,315.4279,0.8606,0.9916,0.7405,0.8047,1.9634,0.713,Ürgüp Sivrisi
58509,957.792,383.8019,194.9224,59043,272.9395,0.8614,0.991,0.7558,0.8015,1.969,0.7111,Ürgüp Sivrisi
56899,997.835,405.4002,181.2477,58404,269.1581,0.8945,0.9742,0.7651,0.7181,2.2367,0.6639,Ürgüp Sivrisi
64602,1006.09,409.7334,201.4131,65133,286.7993,0.8708,0.9918,0.7466,0.802,2.0343,0.7,Ürgüp Sivrisi
60805,1013.861,413.9636,187.8367,61549,278.2433,0.8911,0.9879,0.7501,0.7433,2.2038,0.6721,Ürgüp Sivrisi
77194,1228.611,544.9214,181.5364,77899,313.5067,0.9429,0.9909,0.7768,0.6426,3.0017,0.5753,Ürgüp Sivrisi
73348,1099.137,455.4035,206.7717,74168,305.5971,0.891,0.9889,0.7264,0.7629,2.2024,0.671,Ürgüp Sivrisi
57677,1013.036,425.6812,173.5481,58331,270.992,0.9131,0.9888,0.7376,0.7063,2.4528,0.6366,Ürgüp Sivrisi
89466,1203.82,468.1915,244.8638,90793,337.508,0.8523,0.9854,0.7427,0.7758,1.912,0.7209,Ürgüp Sivrisi
72862,1112.295,461.3657,201.4844,73556,304.583,0.8996,0.9906,0.7574,0.7401,2.2898,0.6602,Ürgüp Sivrisi
99828,1312.477,543.4908,234.6214,100991,356.5178,0.902,0.9885,0.6112,0.7282,2.3165,0.656,Ürgüp Sivrisi
79737,1165.818,483.7234,210.5411,80498,318.6288,0.9003,0.9905,0.7461,0.7372,2.2975,0.6587,Ürgüp Sivrisi
58442,994.502,412.5136,181.1641,59098,272.7832,0.8984,0.9889,0.7257,0.7425,2.277,0.6613,Ürgüp Sivrisi
71410,1051.05,418.8909,218.0973,72344,301.5328,0.8538,0.9871,0.7299,0.8123,1.9207,0.7198,Ürgüp Sivrisi
83714,1233.913,538.4761,198.9139,84483,326.4781,0.9293,0.9909,0.7619,0.6909,2.7071,0.6063,Ürgüp Sivrisi
93057,1245.625,523.6643,227.3988,94013,344.2148,0.9008,0.9898,0.6613,0.7537,2.3028,0.6573,Ürgüp Sivrisi
91054,1303.551,567.2408,205.3337,92194,340.4902,0.9322,0.9876,0.6763,0.6734,2.7625,0.6003,Ürgüp Sivrisi
83557,1155.853,478.7109,223.4494,84398,326.1719,0.8844,0.99,0.7715,0.7859,2.1424,0.6814,Ürgüp Sivrisi
91699,1238.423,528.1439,221.7489,92307,341.694,0.9076,0.9934,0.757,0.7513,2.3817,0.647,Ürgüp Sivrisi
96801,1277.768,535.843,230.9119,97545,351.071,0.9024,0.9924,0.7059,0.7451,2.3206,0.6552,Ürgüp Sivrisi
71802,1089.569,460.163,198.9511,72416,302.3593,0.9017,0.9915,0.5987,0.76,2.3129,0.6571,Ürgüp Sivrisi
73706,1145.231,501.9077,187.3793,74313,306.342,0.9277,0.9918,0.6427,0.7062,2.6786,0.6104,Ürgüp Sivrisi
103347,1361.403,596.3469,222.5696,104330,362.7471,0.9277,0.9906,0.6915,0.7007,2.6794,0.6083,Ürgüp Sivrisi
117550,1453.922,619.1037,242.8791,118597,386.8712,0.9198,0.9912,0.5828,0.6988,2.549,0.6249,Ürgüp Sivrisi
78779,1110.366,447.7541,225.5164,79489,316.7089,0.8639,0.9911,0.7223,0.8029,1.9855,0.7073,Ürgüp Sivrisi
93857,1239.105,508.6896,237.4284,95180,345.6913,0.8844,0.9861,0.5796,0.7682,2.1425,0.6796,Ürgüp Sivrisi
89270,1244.967,534.3757,213.5451,90011,337.1381,0.9167,0.9918,0.5226,0.7238,2.5024,0.6309,Ürgüp Sivrisi
111395,1408.903,608.3765,234.4405,112409,376.6066,0.9228,0.991,0.6208,0.7052,2.595,0.619,Ürgüp Sivrisi
81639,1150.075,476.392,218.7286,82286,322.4066,0.8884,0.9921,0.5812,0.7756,2.178,0.6768,Ürgüp Sivrisi
99376,1228.327,496.8541,255.3083,99931,355.7098,0.8579,0.9944,0.6471,0.8277,1.9461,0.7159,Ürgüp Sivrisi
83981,1195.616,510.4825,210.0041,84575,326.9984,0.9115,0.993,0.7495,0.7383,2.4308,0.6406,Ürgüp Sivrisi
50475,973.272,398.3902,162.796,51385,253.5089,0.9127,0.9823,0.7591,0.6696,2.4472,0.6363,Ürgüp Sivrisi
91684,1258.478,530.5746,221.7048,92605,341.6661,0.9085,0.9901,0.7461,0.7275,2.3932,0.644,Ürgüp Sivrisi
53205,905.398,356.819,190.7466,54005,260.2743,0.8451,0.9852,0.6501,0.8156,1.8706,0.7294,Ürgüp Sivrisi
106008,1255.627,502.2032,269.6178,106746,367.3875,0.8437,0.9931,0.6635,0.8449,1.8626,0.7316,Ürgüp Sivrisi
88420,1180.214,488.1864,231.4084,89104,335.5292,0.8805,0.9923,0.6123,0.7977,2.1096,0.6873,Ürgüp Sivrisi
84373,1193.596,486.519,222.7008,85424,327.7606,0.8891,0.9877,0.6865,0.7442,2.1846,0.6737,Ürgüp Sivrisi
90427,1198.203,496.1649,232.5005,91102,339.3158,0.8834,0.9926,0.6819,0.7915,2.134,0.6839,Ürgüp Sivrisi
69480,1087.451,451.3748,198.7328,70294,297.4301,0.8979,0.9884,0.6239,0.7383,2.2713,0.6589,Ürgüp Sivrisi
86142,1174.413,482.8489,228.3861,87136,331.1788,0.8811,0.9886,0.756,0.7848,2.1142,0.6859,Ürgüp Sivrisi
56207,965.767,397.8658,180.6903,56706,267.5163,0.8909,0.9912,0.5929,0.7573,2.2019,0.6724,Ürgüp Sivrisi
96291,1273.156,535.9052,230.5928,96971,350.145,0.9027,0.993,0.659,0.7465,2.324,0.6534,Ürgüp Sivrisi
86746,1198.659,506.0224,219.3341,87319,332.3378,0.9012,0.9934,0.6412,0.7587,2.3071,0.6568,Ürgüp Sivrisi
83732,1214.192,518.2639,206.9515,84592,326.5132,0.9168,0.9898,0.6045,0.7137,2.5043,0.63,Ürgüp Sivrisi
78119,1123.51,468.9107,212.5156,78744,315.3795,0.8914,0.9921,0.756,0.7777,2.2065,0.6726,Ürgüp Sivrisi
99069,1275.454,530.3301,238.6435,99759,355.1599,0.893,0.9931,0.6941,0.7653,2.2223,0.6697,Ürgüp Sivrisi
70932,1081.357,453.641,200.3487,71543,300.5219,0.8972,0.9915,0.7559,0.7623,2.2643,0.6625,Ürgüp Sivrisi
123618,1417.026,587.8352,271.1817,124662,396.7308,0.8872,0.9916,0.7694,0.7736,2.1677,0.6749,Ürgüp Sivrisi
74286,1119.418,469.9465,202.6598,75036,307.5449,0.9022,0.99,0.7523,0.745,2.3189,0.6544,Ürgüp Sivrisi
89233,1176.894,460.6576,247.5583,90502,337.0682,0.8433,0.986,0.7332,0.8096,1.8608,0.7317,Ürgüp Sivrisi
80807,1133.6,464.2944,222.7153,81596,320.7595,0.8774,0.9903,0.754,0.7902,2.0847,0.6909,Ürgüp Sivrisi
79494,1131.196,467.0341,217.5995,80207,318.1429,0.8848,0.9911,0.7499,0.7807,2.1463,0.6812,Ürgüp Sivrisi
60594,995.322,415.3024,186.4077,61316,277.7601,0.8936,0.9882,0.7376,0.7686,2.2279,0.6688,Ürgüp Sivrisi
91025,1211.951,503.1001,230.9089,91782,340.4359,0.8885,0.9918,0.7607,0.7788,2.1788,0.6767,Ürgüp Sivrisi
82345,1190.232,503.9784,209.0238,83061,323.7976,0.9099,0.9914,0.7501,0.7304,2.4111,0.6425,Ürgüp Sivrisi
77538,1210.669,526.9045,187.9819,78333,314.2045,0.9342,0.9899,0.5362,0.6648,2.803,0.5963,Ürgüp Sivrisi
97419,1244.635,516.1685,241.2108,98103,352.1899,0.8841,0.993,0.7435,0.7903,2.1399,0.6823,Ürgüp Sivrisi
104017,1266.03,515.5793,257.176,104669,363.9211,0.8667,0.9938,0.6669,0.8155,2.0048,0.7058,Ürgüp Sivrisi
87310,1124.209,429.4243,261.0947,88158,333.4165,0.7939,0.9904,0.7421,0.8681,1.6447,0.7764,Ürgüp Sivrisi
70284,1053.972,419.0631,215.1508,71389,299.1461,0.8581,0.9845,0.6901,0.7951,1.9478,0.7138,Ürgüp Sivrisi
103085,1364.963,596.0492,221.0875,104076,362.287,0.9287,0.9905,0.7239,0.6953,2.696,0.6078,Ürgüp Sivrisi
109454,1365.662,571.8699,246.1291,110822,373.3111,0.9026,0.9877,0.73,0.7375,2.3235,0.6528,Ürgüp Sivrisi
105708,1298.708,536.2754,251.9351,106758,366.8673,0.8828,0.9902,0.7333,0.7876,2.1286,0.6841,Ürgüp Sivrisi
